accuracy,auc,loss,specificity_at_sensitivity,val_accuracy,val_auc,val_loss,val_specificity_at_sensitivity
0.6518723964691162,0.9061560034751892,1.9696747064590454,0.9786176681518555,0.6783042550086975,0.935129702091217,0.9133545160293579,0.9885702133178711
0.6803051233291626,0.9304559230804443,0.9062762260437012,0.9851826429367065,0.6795511245727539,0.9332079291343689,0.9082792401313782,0.9877389669418335
0.6808599233627319,0.9326490759849548,0.8931620121002197,0.9866851568222046,0.6733167171478271,0.9342373609542847,0.894393265247345,0.9858686327934265
0.6847434043884277,0.9361112117767334,0.8677663207054138,0.9875404238700867,0.694513738155365,0.944304347038269,0.822871208190918,0.9891936779022217
0.6941747665405273,0.9409854412078857,0.8361124396324158,0.9886731505393982,0.6521196961402893,0.9255844354629517,0.9544718265533447,0.9854530096054077
0.6959778070449829,0.9415380358695984,0.8316288590431213,0.9892279505729675,0.6807979941368103,0.9420006275177002,0.8380085825920105,0.9896093010902405
0.702357828617096,0.9436121582984924,0.8156777024269104,0.9892741441726685,0.6957606077194214,0.9430774450302124,0.8437706232070923,0.9889858961105347
0.7061026096343994,0.9461727142333984,0.7963123321533203,0.9904299378395081,0.6895262002944946,0.9418750405311584,0.8524488806724548,0.9900249242782593
0.7149791717529297,0.9494332075119019,0.7724620699882507,0.990638017654419,0.7119700908660889,0.9479584693908691,0.7982040643692017,0.9906483888626099
0.7122052907943726,0.9494007229804993,0.7731703519821167,0.9907304644584656,0.7019950151443481,0.9448723196983337,0.8097053170204163,0.9918952584266663
0.7214978933334351,0.9494896531105042,0.7780449986457825,0.9911465644836426,0.7057356834411621,0.945314884185791,0.8250346779823303,0.9894015192985535
0.7233009934425354,0.9531393051147461,0.7452204823493958,0.9924179315567017,0.690773069858551,0.9436843395233154,0.824165403842926,0.9900249242782593
0.7373092770576477,0.9573766589164734,0.7117263078689575,0.9931345582008362,0.7057356834411621,0.9419825077056885,0.8620959520339966,0.9883624315261841
0.7389736771583557,0.959697425365448,0.6894170045852661,0.9937355518341064,0.7082294225692749,0.9480852484703064,0.7928075790405273,0.9914796352386475
0.7554785013198853,0.9639241099357605,0.6515575647354126,0.9950531721115112,0.6995012760162354,0.9468684196472168,0.8294557332992554,0.9891936779022217
0.7582524418830872,0.9649868011474609,0.6405882835388184,0.9951918721199036,0.6995012760162354,0.9437331557273865,0.8566614389419556,0.9898171424865723
0.7737864255905151,0.9663269519805908,0.6292685270309448,0.9957466721534729,0.6995012760162354,0.9465053677558899,0.8116152882575989,0.9916874766349792
0.7837725281715393,0.9704151749610901,0.5874338746070862,0.9968099594116211,0.7094762921333313,0.9477401971817017,0.8363542556762695,0.9923108816146851
0.7865464687347412,0.9719499945640564,0.5716762542724609,0.9972029328346252,0.7069825530052185,0.9375673532485962,0.947598934173584,0.9908561706542969
